objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Sentinels of the Multiverse: Freedom Six Promo Pack","134392","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37672545","5.75973","8.3119","2.5","0","831","thing","Sentinels of the Multiverse: Freedom Six Promo Pack","2","5","45","45","45","2013","4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Infernal Relics","123726","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37672538","6.78001","8.10491","2.4286","0","4951","thing","Sentinels of the Multiverse: Infernal Relics","2","5","30","30","30","2012","1,2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: OblivAeon","192926","0","","0","1","0","0","0","0","0","0","0","1","","","","","","33562396","5.87004","7.59428","3.4167","0","2471","thing","Sentinels of the Multiverse: OblivAeon","2","5","60","60","30","2018","3,4,5","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Rook City","110242","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37672528","6.73003","7.88316","2.3889","0","5415","thing","Sentinels of the Multiverse: Rook City","2","5","30","30","30","2012","2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Rook City & Infernal Relics","153527","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37672556","6.39648","8.0411","2.6897","0","3773","thing","Sentinels of the Multiverse: Rook City & Infernal Relics","2","5","30","30","30","2013","1,2,3,4,5","3","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Rook City – The Wraith Promo Card","111340","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37672552","5.69367","7.64327","2.2","0","767","thing","Sentinels of the Multiverse: Rook City – The Wraith Promo Card","2","5","30","30","30","2012","3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Shattered Timelines & Wrath of the Cosmos","217278","0","","0","1","0","0","0","0","0","0","0","1","","","","","","40314397","5.71821","8.36043","3","0","898","thing","Sentinels of the Multiverse: Shattered Timelines & Wrath of the Cosmos","2","5","60","60","30","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Unity Hero Character","124185","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37672550","6.42948","7.99429","2.303","0","4353","thing","Sentinels of the Multiverse: Unity Hero Character","2","5","30","30","30","2012","3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Vengeance","134398","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","37113310","6.56848","7.85254","2.7778","0","5623","thing","Sentinels of the Multiverse: Vengeance","2","5","45","45","45","2014","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Sentinels of the Multiverse: Villains of the Multiverse","171965","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37672540","6.06327","7.87099","2.7143","0","2841","thing","Sentinels of the Multiverse: Villains of the Multiverse","2","5","60","60","60","2015","","","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"SET","1198","6","5","0","1","0","0","0","0","0","0","0","1","","","","","","43610561","6.2951","6.4831","1.682","1443","17923","thing","SET","1","20","30","30","30","1988","1,2,3,4,5,6,7,8","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Shadows over Camelot","15062","7","2","0","1","0","0","0","0","0","0","0","3","","","","","","29313313","6.97603","7.11552","2.5658","405","31348","thing","Shadows over Camelot","3","7","80","80","60","2012","4,5,6,7","5,6,7","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Days of Wonder","English","2012","English edition"
"Sheriff of Nottingham","157969","7","3","0","1","0","0","0","0","0","0","0","1","","","","","","29370671","7.02107","7.14248","1.6506","368","45161","thing","Sheriff of Nottingham","3","5","60","60","60","2014","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Sheriff of Nottingham: Merry Men","226065","0","","0","1","0","0","0","0","0","0","0","2","","","","","","43651720","6.48597","7.67964","2.0588","0","7173","thing","Sheriff of Nottingham: Merry Men","3","6","60","0","60","2017","3,4,5,6","5","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Sheriff of Nottingham: Tabletop Trophy of Awesome","176328","0","","0","1","0","0","0","0","0","0","0","1","","","","","","34339661","5.60242","7.03874","1.8","0","707","thing","Sheriff of Nottingham: Tabletop Trophy of Awesome","3","5","60","60","60","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Sherlock Holmes Consulting Detective: Carlton House & Queen's Park","223931","0","","0","1","0","0","0","1","0","0","0","1","","","","","","52691565","6.26454","7.95331","2.1538","1508","3361","thing","Sherlock Holmes Consulting Detective: Carlton House & Queen's Park","1","8","90","90","90","2017","1,2,3,4,5","2","12+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures","204305","0","","0","1","0","0","0","1","0","0","0","3","","","","","","52276012","7.10388","7.76861","2.1613","301","12060","thing","Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures","1","8","120","120","60","2016","1,2,3,4","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","2511","0","","0","1","0","0","0","1","0","0","0","1","","","","","","43651714","7.51413","7.73297","2.676","97","32976","thing","Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases","1","8","120","120","60","1982","1,2,3,4","2","14+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Slap Cat!","236169","0","","0","1","0","0","0","1","0","0","0","3","","","","","","56837980","0","5.54412","2","0","99","thing","Slap Cat!","2","6","20","20","15","2018","2,3,4,5,6","4,5,6","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World","40692","8","1","0","1","0","0","0","0","0","0","0","2","","","","","","27308910","7.16945","7.26136","2.357","256","82236","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World of Warcraft","309630","0","","0","1","0","0","0","0","0","0","0","3","","Outland
Stored @Hustad","","","","77441997","6.16881","7.67725","2.3333","1810","2732","thing","Small World of Warcraft","2","5","80","80","40","2020","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","66","EUR","","","2020-12-22","","1","","Hustad","","","","",""
"Small World Underground","97786","8","3","0","1","0","0","0","0","0","0","0","1","","","","","","27202058","6.97945","7.27172","2.5884","402","16240","thing","Small World Underground","2","5","90","90","30","2011","2,3,4,5","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Small World: 6 Player Board","149066","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","27205980","5.85245","7.42406","2.375","0","2326","thing","Small World: 6 Player Board","6","6","80","80","40","2013","6","6","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: A Spider's Web","165458","0","1","0","1","0","0","0","0","0","0","0","3","","","","","","27308951","6.30802","7.55505","2.1818","0","5323","thing","Small World: A Spider's Web","2","5","80","80","80","2014","2,3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Be Not Afraid...","81618","0","3","0","1","0","0","0","0","0","0","0","1","","","","","","27242108","7.08707","7.61267","2.2915","0","16530","thing","Small World: Be Not Afraid...","2","5","80","80","40","2010","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Cursed!","57072","0","","0","1","0","0","1","0","0","0","0","2","","","","","","27581165","7.02731","7.48816","2.2363","0","16496","thing","Small World: Cursed!","2","5","80","80","40","2009","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Necromancer Island","84183","0","","0","1","0","0","0","0","0","0","0","1","","","","","","27242110","6.06019","6.71385","2.1786","0","7997","thing","Small World: Necromancer Island","3","6","80","80","40","2010","3,4,5,6","","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: River World","207121","0","","0","1","0","0","0","0","0","0","0","1","","","","","","38765263","5.90338","7.33985","2.1429","0","3022","thing","Small World: River World","2","5","80","80","40","2016","2,3,4,5","4,5","10+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Royal Bonus","144171","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","27242112","6.36462","7.53589","2.1818","0","5812","thing","Small World: Royal Bonus","2","5","80","80","80","2013","2,3,4,5","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Small World: Sky Islands","235520","0","","0","1","0","0","0","0","0","0","0","1","","","","","","46666094","5.88854","7.76045","2.5","0","2108","thing","Small World: Sky Islands","3","6","80","80","40","2017","2,3,4,5,6","4","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Smash Up","122522","7","1","0","1","0","0","0","0","0","0","0","2","","","","","","35616966","6.59501","6.75024","2.0602","870","38809","thing","Smash Up","2","4","45","45","45","2012","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Smash Up: Pretty Pretty Smash Up","168917","7","1","0","1","0","0","0","0","0","0","0","1","","","","","","37338707","6.64783","7.27474","2.1463","787","10793","thing","Smash Up: Pretty Pretty Smash Up","2","2","45","45","45","2015","2","","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Smash Up: Science Fiction Double Feature","151004","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37311754","6.71365","7.29657","2.3026","699","11699","thing","Smash Up: Science Fiction Double Feature","2","2","45","45","30","2014","2","","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Smash Up: Sheep","220188","0","","0","1","0","0","0","0","0","0","0","1","","","","","","48727781","5.90153","7.38973","2.2","0","2891","thing","Smash Up: Sheep","2","4","45","0","45","2017","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Smash Up: The Big Geeky Box","157427","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37427823","6.49133","7.26615","2.3333","0","8421","thing","Smash Up: The Big Geeky Box","2","4","45","0","45","2014","2,3,4","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Smash Up: The Obligatory Cthulhu Set","143185","0","","0","1","0","0","0","0","0","0","0","1","","","","","","37311758","6.31863","6.7562","2.1951","1381","10421","thing","Smash Up: The Obligatory Cthulhu Set","2","2","45","45","30","2013","2","","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Snowblind: Race for the Pole","181523","0","","0","1","0","0","0","0","0","0","0","1","","","","","","38260995","5.82493","6.84436","1.9545","3447","951","thing","Snowblind: Race for the Pole","1","4","60","60","30","2016","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Snowblind: Race for the Pole – A Glorious Death Promo Card","213053","0","","0","1","0","0","0","0","0","0","0","3","","","","","","38261007","0","4.53571","0","0","126","thing","Snowblind: Race for the Pole – A Glorious Death Promo Card","1","4","60","60","30","2016","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Space Base","242302","9","5","0","1","0","0","0","0","0","0","0","3","","","","","","56779022","7.24637","7.59081","2.1325","209","13233","thing","Space Base","2","5","60","60","60","2018","2,3,4,5","3,4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Space Base: The Emergence of Shy Pluto","266483","0","","0","1","0","0","0","0","0","0","0","3","","Outland","","","","57586524","6.20718","7.82437","2","0","3463","thing","Space Base: The Emergence of Shy Pluto","2","5","75","75","30","2019","2,3,4,5","4","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Space Station","108377","7","5","0","1","0","0","0","0","0","0","0","1","","","","","","26697311","5.65047","6.56132","2.1579","5663","460","thing","Space Station","2","6","60","60","60","2011","2,3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Spirit Island","162886","9","6","0","1","0","0","0","1","0","0","0","1","","","","","","40051815","8.10394","8.34751","4.0099","13","38515","thing","Spirit Island","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Spirit Island: Branch & Claw","193065","0","","0","1","0","0","0","0","0","0","0","1","","","","","","55106708","7.58742","8.84688","4.1548","0","11593","thing","Spirit Island: Branch & Claw","1","4","120","120","90","2017","1,2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Spirit Island: Expansion Playmat","244827","0","","0","1","0","0","0","0","0","1","0","1","","","","","","57210879","0","8.28571","4","0","304","thing","Spirit Island: Expansion Playmat","5","6","120","120","90","2017","5,6","5","14","","","","","","","expansion","","","","","","","","","","","","","","",""
"Spirit Island: Jagged Earth","262722","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","57210877","6.9697","9.40234","4.3913","0","4290","thing","Spirit Island: Jagged Earth","1","6","120","120","90","2020","1,2,3,4,5","2,3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Spirit Island: Promo Pack 1","232394","0","","0","1","0","0","0","0","0","0","0","1","","","","","","57210873","6.6891","8.8504","4.25","0","4196","thing","Spirit Island: Promo Pack 1","1","4","120","120","90","2017","1,2,3,4","2","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Spirits of the Rice Paddy","149119","0","","0","1","0","0","0","0","0","0","0","3","","","","","","26881302","5.93843","6.72629","3.0851","2748","1852","thing","Spirits of the Rice Paddy","2","4","90","90","90","2015","1,2,3,4","3,4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Splendor","148228","9","15","0","1","0","0","0","0","0","0","0","1","","","","","","32118880","7.33575","7.45069","1.7995","167","83081","thing","Splendor","2","4","30","30","30","2014","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Splendor: Cities of Splendor","220653","0","","0","1","0","0","0","0","0","0","0","1","","","","","","46572968","6.71164","7.40427","2.2143","0","10972","thing","Splendor: Cities of Splendor","2","4","30","30","30","2017","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Splendor: Special Noble Patron Promo","190036","0","","0","1","0","0","0","0","0","0","0","3","","","","","","32147847","5.62487","7.32151","1.5","0","598","thing","Splendor: Special Noble Patron Promo","2","4","30","30","30","2015","2,3,4","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Spot it!","63268","0","5","0","1","0","0","0","0","0","0","0","1","","","","","","37061387","6.4471","6.62563","1.0268","1114","24418","thing","Spot it!","2","8","15","15","15","2009","2,3,4,5,6,7,8","4,5","4+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Spyfall 2","193308","7","11","0","1","0","0","0","1","0","0","0","2","","","","","","38443641","6.36249","6.99247","1.3333","1277","5311","thing","Spyfall 2","3","12","15","15","15","2016","5,6,7,8,9,10,11,12","6,7,8","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Stack & Attack","142043","0","","0","1","0","0","0","0","0","0","0","3","","","","","","26617868","5.51068","6.37442","2.1429","15216","130","thing","Stack & Attack","2","4","30","30","30","2013","3,4","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Fluxx","102104","7","8","0","1","0","0","0","0","0","0","0","3","","","","","","26579411","6.06643","6.36327","1.4358","2153","11488","thing","Star Fluxx","2","6","40","40","10","2011","2,3,4,5","4","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Munchkin","4095","7","3","0","1","0","0","0","0","0","0","0","1","","","","","","26697369","5.86747","6.11666","1.7446","3139","9696","thing","Star Munchkin","3","6","90","90","90","2002","3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms","147020","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36431907","7.44573","7.58412","1.9425","115","52381","thing","Star Realms","2","2","20","20","20","2014","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms: Colony Wars","182631","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36431912","7.33772","7.8647","1.8969","166","14039","thing","Star Realms: Colony Wars","2","2","20","20","20","2015","2","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms: Command Deck – Lost Fleet","231374","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371448","5.66827","7.7877","2","0","1491","thing","Star Realms: Command Deck – Lost Fleet","2","4","20","0","20","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Cosmic Gambit Set","179025","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36433066","6.03711","7.26107","1.7857","0","4359","thing","Star Realms: Cosmic Gambit Set","2","6","20","0","20","2015","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Bases & Battleships","166702","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36433057","6.72176","7.73536","2","0","8619","thing","Star Realms: Crisis – Bases & Battleships","2","6","20","0","20","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Crisis – Fleets & Fortresses","166704","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36433071","6.67445","7.72802","2.0238","0","8210","thing","Star Realms: Crisis – Fleets & Fortresses","2","6","20","0","20","2014","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Frontiers","230253","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371358","7.03155","8.02445","1.8772","359","7634","thing","Star Realms: Frontiers","1","4","45","45","20","2018","1,2,3,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Realms: Frontiers – Kickstarter Promos","257613","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371263","5.60757","7.60284","2","0","988","thing","Star Realms: Frontiers – Kickstarter Promos","1","4","45","45","20","2018","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Gambit Set","158957","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36433062","6.41561","7.23902","1.9388","0","8243","thing","Star Realms: Gambit Set","1","6","20","20","20","2014","1,2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: High Alert – First Strike","287290","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371244","0","8.3125","0","0","68","thing","Star Realms: High Alert – First Strike","2","4","20","20","20","2021","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: High Alert – Heroes","287286","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371239","0","7.56","0","0","73","thing","Star Realms: High Alert – Heroes","2","4","20","20","20","2021","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: High Alert – Invasion","287284","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371247","0","7.4375","2","0","70","thing","Star Realms: High Alert – Invasion","2","4","20","20","20","2021","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: High Alert – Requisition","287289","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371237","0","7.5625","2","0","72","thing","Star Realms: High Alert – Requisition","2","4","20","20","20","2021","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: High Alert – Tech","287287","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371242","0","7.64286","0","0","71","thing","Star Realms: High Alert – Tech","2","4","20","20","20","2021","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Promo Pack I","203074","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371430","5.96771","7.81434","2","0","2462","thing","Star Realms: Promo Pack I","2","2","20","0","20","2016","2","2","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Realms: Stellar Allies Pack","231375","0","","0","1","0","0","0","0","0","1","0","1","","","","","","68371453","5.67953","7.91241","2","0","1480","thing","Star Realms: Stellar Allies Pack","2","4","20","0","20","2018","2","2","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Scrappers: Cave-in","228183","0","","0","1","0","0","0","0","0","0","0","1","","","","","","49430145","5.66456","7.01266","2.7143","5360","495","thing","Star Scrappers: Cave-in","2","4","75","75","45","2018","2,3,4","3,4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Outer Rim","271896","8","1","0","1","0","0","0","0","0","0","0","2","","","","","","58928403","7.16369","7.73736","2.4709","264","10768","thing","Star Wars: Outer Rim","1","4","180","180","120","2019","1,2,3,4","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Rebellion","187645","0","","0","1","0","0","0","0","0","0","0","3","","","","","","31131865","8.16707","8.42232","3.7119","9","34944","thing","Star Wars: Rebellion","2","4","240","240","180","2016","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: Rebellion – Rise of the Empire","226840","0","","0","1","0","0","0","1","0","0","0","1","","","","","","43859347","7.54119","8.85576","3.6304","0","10830","thing","Star Wars: Rebellion – Rise of the Empire","2","4","240","240","180","2017","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: The Card Game","103886","0","","0","1","0","0","0","1","0","0","0","1","","","","","","36326313","6.74016","7.19259","2.9634","670","10033","thing","Star Wars: The Card Game","2","2","60","60","30","2012","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Assault on Echo Base","137847","0","","0","1","0","0","0","0","0","0","0","3","","","","","","38482722","5.75561","7.6108","3.0769","0","1895","thing","Star Wars: The Card Game – Assault on Echo Base","2","2","60","60","60","2013","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Balance of the Force","145363","0","","0","1","0","0","1","0","0","0","0","1","","","","","","44805380","5.76153","7.31009","3.0909","0","2040","thing","Star Wars: The Card Game – Balance of the Force","2","4","60","60","60","2013","2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Evasive Maneuvers","166327","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36678208","5.57926","7.75342","3","0","753","thing","Star Wars: The Card Game – Evasive Maneuvers","2","2","60","60","60","2015","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Power of the Force","214261","0","","0","1","0","0","0","0","0","0","0","1","","","","","","42095289","5.54443","7.875","0","0","534","thing","Star Wars: The Card Game – Power of the Force","2","2","60","60","30","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Ready for Takeoff","162570","0","","0","1","0","0","0","0","0","0","0","1","","","","","","36678379","5.58547","7.88958","0","0","755","thing","Star Wars: The Card Game – Ready for Takeoff","2","2","60","60","60","2015","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Solo's Command","180302","0","","0","1","0","0","0","0","0","0","0","1","","","","","","44805389","5.57121","7.72226","0","0","717","thing","Star Wars: The Card Game – Solo's Command","2","2","60","60","60","2015","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: The Card Game – Technological Terror","216912","0","","0","1","0","0","0","0","0","0","0","3","","","","","","42095250","5.54738","8.125","0","0","525","thing","Star Wars: The Card Game – Technological Terror","2","2","60","60","30","2017","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Star Wars: Unlock!","312267","8","3","0","1","0","0","0","0","0","0","0","3","","Outland","","","","74343275","6.05779","7.18907","1.8889","2189","2759","thing","Star Wars: Unlock!","1","6","60","60","60","2020","1,2,3","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Stellar Conflict","179835","0","","0","1","0","0","0","1","0","0","0","1","","","","","","37655821","5.84563","6.48735","1.32","3294","1720","thing","Stellar Conflict","2","4","10","10","10","2015","2,3,4","2","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Story War","137550","6","2","0","1","0","0","0","0","0","0","0","3","","","","","","26619104","5.40052","4.9647","1.375","20115","847","thing","Story War","3","8","30","30","30","2013","3,4,5,6,7,8","5,7","5+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Str8 Eight","144204","6","1","0","1","0","0","0","0","0","0","0","1","","","","","","26697497","0","4.35","0","0","26","thing","Str8 Eight","2","4","0","0","0","2013","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Sub Terra","204472","8","3","0","1","0","0","0","0","0","0","0","1","","","","","","39740958","6.62673","7.36489","2.1385","821","4917","thing","Sub Terra","1","6","60","60","60","2017","1,2,3,4,5,6","","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Sub Terra: Annihilation","215944","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","39740959","5.70104","7.71199","0","0","1376","thing","Sub Terra: Annihilation","1","6","90","90","45","2017","1,2,3,4,5,6","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Sub Terra: Extraction","215943","0","1","0","1","0","0","0","0","0","0","0","1","","","","","","39740963","5.68752","7.53692","2","0","1367","thing","Sub Terra: Extraction","1","6","90","90","45","2017","3,4,5,6","4,5,6","","","","","","","","expansion","","","","","","","","","","","","","","",""
